PO Code,Created,Type,PO Created By,PO Approved Date,Delivery Date,Item Type Name,Item SkuCode,Category,HSN Code,GST Tax Type Code,Vendor Name,Vendor Code,Vendor SkuCode,Order Quantity,Recieved Quantity,Rejected Quantity,Pending Quantity,PO Ageing (Days),% Pending,% Rejection,Facility,Unit Price,Sub Total,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,Total,Purchase Order Status,Rejection Reason,Updated
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4006BROWNSIZE7,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006BROWNSIZE7,7,7,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,2625.00,0.00,315.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2940.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4006TANSIZE7,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006TANSIZE7,2,2,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,750.00,0.00,90.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,840.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BLACKSIZE7,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BLACKSIZE7,7,7,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,2730.00,0.00,327.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3057.60,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BROWNSIZE7,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE7,18,18,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,7020.00,0.00,842.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,7862.40,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4006BROWNSIZE8,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006BROWNSIZE8,4,4,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,1500.00,0.00,180.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,1680.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BLACKSIZE8,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BLACKSIZE8,14,14,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,5460.00,0.00,655.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,6115.20,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BROWNSIZE8,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE8,30,30,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,11700.00,0.00,1404.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,13104.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4006BROWNSIZE9,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006BROWNSIZE9,12,12,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,4500.00,0.00,540.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,5040.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BLACKSIZE9,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BLACKSIZE9,13,13,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,5070.00,0.00,608.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,5678.40,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,4041BROWNSIZE9,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE9,17,17,0,0,49,0.0000,0.0000,MKOPL_FC,390.00,6630.00,0.00,795.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,7425.60,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,3752BLACKSIZE7,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,3752BLACKSIZE7,2,2,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,750.00,0.00,90.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,840.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,3752BLACKSIZE8,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,3752BLACKSIZE8,2,2,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,750.00,0.00,90.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,840.00,APPROVED,,2023-11-24 16:46:52
RAJS-PO-06112023,2023-11-06 23:35:14,Manual,kajal.maharana@marketingking.online,2023-11-24 16:46:52,2023-11-16,MTOBSF,3754BLACKSIZE8,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,3754BLACKSIZE8,2,2,0,0,49,0.0000,0.0000,MKOPL_FC,375.00,750.00,0.00,90.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,840.00,APPROVED,,2023-11-24 16:46:52
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORI,11008009,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,BROWN-COVERED-SIZE-9,6,6,0,0,49,0.0000,0.0000,MKOPL_FC,400.00,2400.00,0.00,288.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2688.00,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORI,11007009,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,OLIVE-COVERED-SIZE-9,11,11,0,0,49,0.0000,0.0000,MKOPL_FC,400.00,4400.00,0.00,528.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,4928.00,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12049006,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size6,9,6,0,3,49,33.3333,0.0000,MKOPL_FC,370.00,3330.00,0.00,399.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3729.60,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12049007,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size7,26,7,0,19,49,73.0769,0.0000,MKOPL_FC,370.00,9620.00,0.00,1154.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,10774.40,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12049008,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size8,26,22,0,4,49,15.3846,0.0000,MKOPL_FC,370.00,9620.00,0.00,1154.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,10774.40,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12049009,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size9,14,5,0,9,49,64.2857,0.0000,MKOPL_FC,370.00,5180.00,0.00,621.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,5801.60,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12041006,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size6,24,24,0,0,49,0.0000,0.0000,MKOPL_FC,370.00,8880.00,0.00,1065.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,9945.60,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12041007,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size7,94,54,0,40,49,42.5532,0.0000,MKOPL_FC,370.00,34780.00,0.00,4173.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,38953.60,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12041008,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size8,161,109,0,52,49,32.2981,0.0000,MKOPL_FC,370.00,59570.00,0.00,7148.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,66718.40,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12041009,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size9,162,101,1,61,49,37.6543,0.6173,MKOPL_FC,370.00,59940.00,0.00,7192.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,67132.80,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12041010,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size10,179,95,0,84,49,46.9274,0.0000,MKOPL_FC,370.00,66230.00,0.00,7947.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,74177.60,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12008006,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size6,8,0,0,8,49,100.0000,0.0000,MKOPL_FC,370.00,2960.00,0.00,355.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3315.20,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12008007,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size7,1,0,0,1,49,100.0000,0.0000,MKOPL_FC,370.00,370.00,0.00,44.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,414.40,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12008008,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size8,25,22,0,3,49,12.0000,0.0000,MKOPL_FC,370.00,9250.00,0.00,1110.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,10360.00,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12008009,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size9,17,0,0,17,49,100.0000,0.0000,MKOPL_FC,370.00,6290.00,0.00,754.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,7044.80,APPROVED,,2023-11-16 10:55:40
RIST-PO-06112023,2023-11-06 23:36:51,Manual,kajal.maharana@marketingking.online,2023-11-16 10:55:40,2023-11-16,MTORRF,12008010,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size10,78,78,1,0,49,0.0000,1.2821,MKOPL_FC,370.00,28860.00,0.00,3463.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,32323.20,APPROVED,,2023-11-16 10:55:40
SSI-PO-06112023,2023-11-22 22:36:51,Manual,kajal.maharana@marketingking.online,,2023-11-16,MTOSSI,17001006,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE6,3,0,0,3,33,100.0000,0.0000,MKOPL_FC,420.00,1260.00,0.00,151.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,1411.20,CREATED,,2023-11-22 22:36:51
SSI-PO-06112023,2023-11-22 22:36:51,Manual,kajal.maharana@marketingking.online,,2023-11-16,MTOSSI,17001007,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE7,9,0,0,9,33,100.0000,0.0000,MKOPL_FC,420.00,3780.00,0.00,453.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,4233.60,CREATED,,2023-11-22 22:36:51
SSI-PO-06112023,2023-11-22 22:36:51,Manual,kajal.maharana@marketingking.online,,2023-11-16,MTOSSI,17001009,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE9,8,0,0,8,33,100.0000,0.0000,MKOPL_FC,420.00,3360.00,0.00,403.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3763.20,CREATED,,2023-11-22 22:36:51
SSI-PO-06112023,2023-11-22 22:36:51,Manual,kajal.maharana@marketingking.online,,2023-11-16,MTOSSI,17001010,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE10,7,0,0,7,33,100.0000,0.0000,MKOPL_FC,420.00,2940.00,0.00,352.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3292.80,CREATED,,2023-11-22 22:36:51
SSI-PO-06112023,2023-11-22 22:36:51,Manual,kajal.maharana@marketingking.online,,2023-11-16,MTOSSI,17005009,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8002BRNSIZE9,9,0,0,9,33,100.0000,0.0000,MKOPL_FC,420.00,3780.00,0.00,453.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,4233.60,CREATED,,2023-11-22 22:36:51
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORI,11007009,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,OLIVE-COVERED-SIZE-9,5,5,0,0,48,0.0000,0.0000,MKOPL_FC,400.00,2000.00,0.00,240.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2240.00,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12049008,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size8,26,0,0,26,48,100.0000,0.0000,MKOPL_FC,370.00,9620.00,0.00,1154.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,10774.40,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12049009,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size9,22,0,0,22,48,100.0000,0.0000,MKOPL_FC,370.00,8140.00,0.00,976.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,9116.80,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12049010,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,T-2510-Black-Size10,16,14,0,2,48,12.5000,0.0000,MKOPL_FC,370.00,5920.00,0.00,710.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,6630.40,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12041006,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size6,22,0,0,22,48,100.0000,0.0000,MKOPL_FC,370.00,8140.00,0.00,976.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,9116.80,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12041007,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size7,60,38,0,22,48,36.6667,0.0000,MKOPL_FC,370.00,22200.00,0.00,2664.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,24864.00,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12041008,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size8,92,63,0,29,48,31.5217,0.0000,MKOPL_FC,370.00,34040.00,0.00,4084.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,38124.80,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12041009,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size9,84,59,0,25,48,29.7619,0.0000,MKOPL_FC,370.00,31080.00,0.00,3729.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,34809.60,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12041010,Men Slippers,,GST_12,RIST INTERNATIONAL,RIST,R-2022-Brown-Size10,80,80,0,0,48,0.0000,0.0000,MKOPL_FC,370.00,29600.00,0.00,3552.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,33152.00,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12008007,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size7,33,0,0,33,48,100.0000,0.0000,MKOPL_FC,370.00,12210.00,0.00,1465.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,13675.20,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12008008,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size8,27,16,0,11,48,40.7407,0.0000,MKOPL_FC,370.00,9990.00,0.00,1198.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,11188.80,APPROVED,,2023-12-02 18:29:04
RIST-PO-07112023,2023-11-07 23:06:09,Manual,kajal.maharana@marketingking.online,2023-12-02 18:29:04,2023-11-17,MTORRF,12008009,Men Sandals,,GST_12,RIST INTERNATIONAL,RIST,R-7001-Cheeku-Size9,50,24,0,26,48,52.0000,0.0000,MKOPL_FC,370.00,18500.00,0.00,2220.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,20720.00,APPROVED,,2023-12-02 18:29:04
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17001008,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE8,9,0,0,9,33,100.0000,0.0000,MKOPL_FC,420.00,3780.00,0.00,453.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,4233.60,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17001010,Men Slip-On Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8001BRNSIZE10,5,0,0,5,33,100.0000,0.0000,MKOPL_FC,420.00,2100.00,0.00,252.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2352.00,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17003006,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8003D.BRNSIZE6,2,0,0,2,33,100.0000,0.0000,MKOPL_FC,420.00,840.00,0.00,100.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,940.80,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17003008,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8003D.BRNSIZE8,9,0,0,9,33,100.0000,0.0000,MKOPL_FC,420.00,3780.00,0.00,453.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,4233.60,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17003009,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8003D.BRNSIZE9,3,0,0,3,33,100.0000,0.0000,MKOPL_FC,420.00,1260.00,0.00,151.20,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,1411.20,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17003010,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8003D.BRNSIZE10,14,0,0,14,33,100.0000,0.0000,MKOPL_FC,420.00,5880.00,0.00,705.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,6585.60,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17002009,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8002TANSIZE9,2,0,0,2,33,100.0000,0.0000,MKOPL_FC,420.00,840.00,0.00,100.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,940.80,CREATED,,2023-11-22 22:31:01
SSI-PO-07112023,2023-11-22 22:31:01,Manual,kajal.maharana@marketingking.online,,2023-11-17,MTOSSI,17005008,Men Lace-Up Shoes,,GST_12,SHIV SAI INTERNATIONAL,SSI,8002BRNSIZE8,6,0,0,6,33,100.0000,0.0000,MKOPL_FC,420.00,2520.00,0.00,302.40,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2822.40,CREATED,,2023-11-22 22:31:01
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4041BLACKSIZE10,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BLACKSIZE10,7,7,0,0,47,0.0000,0.0000,MKOPL_FC,390.00,2730.00,0.00,327.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,3057.60,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4041BROWNSIZE10,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE10,2,2,0,0,47,0.0000,0.0000,MKOPL_FC,390.00,780.00,0.00,93.60,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,873.60,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4041BROWNSIZE6,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE6,5,5,0,0,47,0.0000,0.0000,MKOPL_FC,390.00,1950.00,0.00,234.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2184.00,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4006BLACKSIZE7,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006BLACKSIZE7,1,1,0,0,47,0.0000,0.0000,MKOPL_FC,375.00,375.00,0.00,45.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,420.00,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4006BROWNSIZE7,Men Lace-Up Shoes,64041990,GST_12,RAJ SHOES,RAJS,4006BROWNSIZE7,4,2,0,2,47,50.0000,0.0000,MKOPL_FC,375.00,1500.00,0.00,180.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,1680.00,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4041BLACKSIZE7,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BLACKSIZE7,5,5,0,0,47,0.0000,0.0000,MKOPL_FC,390.00,1950.00,0.00,234.00,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2184.00,APPROVED,,2023-12-01 17:28:04
RAJS-PO-08112023,2023-11-08 22:19:24,Manual,kajal.maharana@marketingking.online,2023-12-01 17:28:04,2023-11-18,MTOBSF,4041BROWNSIZE7,Men Slip-On Shoes,64041990,GST_12,RAJ SHOES,RAJS,4041BROWNSIZE7,6,6,0,0,47,0.0000,0.0000,MKOPL_FC,390.00,2340.00,0.00,280.80,0.00,0.00,0.00,0.000,12.000,0.000,0.000,0.000,2620.80,APPROVED,,2023-12-01 17:28:04
